Type	Total_N	Overlap_N
sampling1	632	535
sampling2	632	546
sampling3	632	558
sampling4	632	561
sampling5	632	567
sampling6	632	542
sampling7	632	553
sampling8	632	551
sampling9	632	567
sampling10	632	557
sampling11	632	558
sampling12	632	537
sampling13	632	552
sampling14	632	541
sampling15	632	542
sampling16	632	549
sampling17	632	538
sampling18	632	555
sampling19	632	530
sampling20	632	541
sampling21	632	540
sampling22	632	551
sampling23	632	527
sampling24	632	551
sampling25	632	559
sampling26	632	556
sampling27	632	546
sampling28	632	534
sampling29	632	536
sampling30	632	546
sampling31	632	551
sampling32	632	545
sampling33	632	546
sampling34	632	542
sampling35	632	563
sampling36	632	543
sampling37	632	534
sampling38	632	561
sampling39	632	536
sampling40	632	552
sampling41	632	553
sampling42	632	543
sampling43	632	560
sampling44	632	541
sampling45	632	557
sampling46	632	540
sampling47	632	543
sampling48	632	570
sampling49	632	562
sampling50	632	541
sampling51	632	570
sampling52	632	541
sampling53	632	543
sampling54	632	546
sampling55	632	556
sampling56	632	551
sampling57	632	550
sampling58	632	560
sampling59	632	553
sampling60	632	546
sampling61	632	564
sampling62	632	559
sampling63	632	557
sampling64	632	563
sampling65	632	544
sampling66	632	550
sampling67	632	551
sampling68	632	531
sampling69	632	545
sampling70	632	548
sampling71	632	558
sampling72	632	559
sampling73	632	568
sampling74	632	551
sampling75	632	569
sampling76	632	531
sampling77	632	542
sampling78	632	550
sampling79	632	560
sampling80	632	532
sampling81	632	549
sampling82	632	537
sampling83	632	551
sampling84	632	561
sampling85	632	542
sampling86	632	547
sampling87	632	547
sampling88	632	560
sampling89	632	538
sampling90	632	549
sampling91	632	561
sampling92	632	556
sampling93	632	551
sampling94	632	547
sampling95	632	552
sampling96	632	552
sampling97	632	551
sampling98	632	558
sampling99	632	545
sampling100	632	560
sampling101	632	532
sampling102	632	528
sampling103	632	550
sampling104	632	558
sampling105	632	533
sampling106	632	548
sampling107	632	552
sampling108	632	560
sampling109	632	528
sampling110	632	543
sampling111	632	546
sampling112	632	554
sampling113	632	548
sampling114	632	538
sampling115	632	553
sampling116	632	566
sampling117	632	539
sampling118	632	554
sampling119	632	559
sampling120	632	542
sampling121	632	547
sampling122	632	540
sampling123	632	544
sampling124	632	539
sampling125	632	559
sampling126	632	529
sampling127	632	537
sampling128	632	558
sampling129	632	551
sampling130	632	553
sampling131	632	551
sampling132	632	529
sampling133	632	550
sampling134	632	553
sampling135	632	551
sampling136	632	559
sampling137	632	553
sampling138	632	525
sampling139	632	555
sampling140	632	542
sampling141	632	537
sampling142	632	547
sampling143	632	548
sampling144	632	541
sampling145	632	549
sampling146	632	533
sampling147	632	533
sampling148	632	556
sampling149	632	562
sampling150	632	548
sampling151	632	546
sampling152	632	554
sampling153	632	554
sampling154	632	554
sampling155	632	547
sampling156	632	529
sampling157	632	538
sampling158	632	531
sampling159	632	554
sampling160	632	540
sampling161	632	544
sampling162	632	529
sampling163	632	548
sampling164	632	548
sampling165	632	570
sampling166	632	555
sampling167	632	535
sampling168	632	538
sampling169	632	553
sampling170	632	556
sampling171	632	547
sampling172	632	560
sampling173	632	553
