Type	Total_N	Overlap_N
sampling1	36136	32635
sampling2	36136	32394
sampling3	36136	32649
sampling4	36136	32587
sampling5	36136	32749
sampling6	36136	32604
sampling7	36136	32572
sampling8	36136	32742
sampling9	36136	32655
sampling10	36136	32481
sampling11	36136	32555
sampling12	36136	32503
sampling13	36136	32782
sampling14	36136	32599
sampling15	36136	32641
sampling16	36136	32737
sampling17	36136	32536
sampling18	36136	32658
sampling19	36136	32364
sampling20	36136	32452
sampling21	36136	32540
sampling22	36136	32708
sampling23	36136	32661
sampling24	36136	32839
sampling25	36136	32404
sampling26	36136	32530
sampling27	36136	32557
sampling28	36136	32542
sampling29	36136	32552
sampling30	36136	32606
sampling31	36136	32632
sampling32	36136	32536
sampling33	36136	32718
sampling34	36136	32539
sampling35	36136	32720
sampling36	36136	32433
sampling37	36136	32472
sampling38	36136	32664
sampling39	36136	32710
sampling40	36136	32709
sampling41	36136	32653
sampling42	36136	32753
sampling43	36136	32550
sampling44	36136	32467
sampling45	36136	32522
sampling46	36136	32562
sampling47	36136	32771
sampling48	36136	32585
sampling49	36136	32494
sampling50	36136	32556
sampling51	36136	32587
sampling52	36136	32656
sampling53	36136	32558
sampling54	36136	32529
sampling55	36136	32596
sampling56	36136	32778
sampling57	36136	32539
sampling58	36136	32597
sampling59	36136	32563
sampling60	36136	32679
sampling61	36136	32539
sampling62	36136	32539
sampling63	36136	32458
sampling64	36136	32527
sampling65	36136	32644
sampling66	36136	32366
sampling67	36136	32655
sampling68	36136	32577
sampling69	36136	32554
sampling70	36136	32675
sampling71	36136	32754
sampling72	36136	32624
sampling73	36136	32540
sampling74	36136	32652
sampling75	36136	32513
sampling76	36136	32563
sampling77	36136	32641
sampling78	36136	32804
sampling79	36136	32659
sampling80	36136	32588
sampling81	36136	32410
sampling82	36136	32611
sampling83	36136	32457
sampling84	36136	32557
sampling85	36136	32692
sampling86	36136	32471
sampling87	36136	32312
sampling88	36136	32606
sampling89	36136	32494
sampling90	36136	32534
sampling91	36136	32430
sampling92	36136	32530
sampling93	36136	32813
sampling94	36136	32500
sampling95	36136	32726
sampling96	36136	32702
sampling97	36136	32702
sampling98	36136	32567
sampling99	36136	32472
sampling100	36136	32709
sampling101	36136	32533
sampling102	36136	32417
sampling103	36136	32569
sampling104	36136	32653
sampling105	36136	32608
sampling106	36136	32558
sampling107	36136	32388
sampling108	36136	32584
sampling109	36136	32858
sampling110	36136	32622
sampling111	36136	32447
sampling112	36136	32689
sampling113	36136	32454
sampling114	36136	32513
sampling115	36136	32592
sampling116	36136	32499
sampling117	36136	32428
sampling118	36136	32661
sampling119	36136	32787
sampling120	36136	32565
sampling121	36136	32543
sampling122	36136	32530
sampling123	36136	32541
sampling124	36136	32660
sampling125	36136	32646
sampling126	36136	32726
sampling127	36136	32475
sampling128	36136	32691
sampling129	36136	32577
sampling130	36136	32513
sampling131	36136	32814
sampling132	36136	32596
sampling133	36136	32702
sampling134	36136	32356
sampling135	36136	32641
sampling136	36136	32668
sampling137	36136	32470
sampling138	36136	32629
sampling139	36136	32622
sampling140	36136	32608
sampling141	36136	32630
sampling142	36136	32682
sampling143	36136	32797
sampling144	36136	32635
sampling145	36136	32534
sampling146	36136	32355
sampling147	36136	32581
sampling148	36136	32672
sampling149	36136	32505
sampling150	36136	32651
sampling151	36136	32535
sampling152	36136	32703
sampling153	36136	32578
sampling154	36136	32569
sampling155	36136	32653
sampling156	36136	32498
sampling157	36136	32657
sampling158	36136	32632
sampling159	36136	32576
sampling160	36136	32505
sampling161	36136	32575
sampling162	36136	32381
sampling163	36136	32384
sampling164	36136	32511
sampling165	36136	32732
sampling166	36136	32532
sampling167	36136	32533
