Type	Total_N	Overlap_N
sampling1	632	537
sampling2	632	504
sampling3	632	514
sampling4	632	541
sampling5	632	510
sampling6	632	505
sampling7	632	512
sampling8	632	539
sampling9	632	539
sampling10	632	508
sampling11	632	534
sampling12	632	521
sampling13	632	517
sampling14	632	527
sampling15	632	528
sampling16	632	523
sampling17	632	523
sampling18	632	523
sampling19	632	529
sampling20	632	528
sampling21	632	526
sampling22	632	539
sampling23	632	520
sampling24	632	535
sampling25	632	520
sampling26	632	486
sampling27	632	512
sampling28	632	518
sampling29	632	524
sampling30	632	536
sampling31	632	523
sampling32	632	519
sampling33	632	528
sampling34	632	528
sampling35	632	524
sampling36	632	519
sampling37	632	508
sampling38	632	538
sampling39	632	514
sampling40	632	528
sampling41	632	520
sampling42	632	539
sampling43	632	532
sampling44	632	504
sampling45	632	511
sampling46	632	521
sampling47	632	544
sampling48	632	537
sampling49	632	520
sampling50	632	536
sampling51	632	544
sampling52	632	547
sampling53	632	512
sampling54	632	543
sampling55	632	498
sampling56	632	525
sampling57	632	519
sampling58	632	542
sampling59	632	514
sampling60	632	541
sampling61	632	514
sampling62	632	538
sampling63	632	517
sampling64	632	534
sampling65	632	526
sampling66	632	502
sampling67	632	508
sampling68	632	528
sampling69	632	530
sampling70	632	517
sampling71	632	536
sampling72	632	536
sampling73	632	533
sampling74	632	537
sampling75	632	529
sampling76	632	524
sampling77	632	498
sampling78	632	511
sampling79	632	537
sampling80	632	526
sampling81	632	526
sampling82	632	504
sampling83	632	523
sampling84	632	537
sampling85	632	511
sampling86	632	524
sampling87	632	500
sampling88	632	519
sampling89	632	530
sampling90	632	508
sampling91	632	508
sampling92	632	535
sampling93	632	544
sampling94	632	530
sampling95	632	518
sampling96	632	533
sampling97	632	525
sampling98	632	509
sampling99	632	510
sampling100	632	533
sampling101	632	522
sampling102	632	525
sampling103	632	523
sampling104	632	519
sampling105	632	499
sampling106	632	534
sampling107	632	525
sampling108	632	534
sampling109	632	528
sampling110	632	517
sampling111	632	509
sampling112	632	528
sampling113	632	514
sampling114	632	510
sampling115	632	497
sampling116	632	508
sampling117	632	540
sampling118	632	523
sampling119	632	521
sampling120	632	519
sampling121	632	523
sampling122	632	531
sampling123	632	528
sampling124	632	513
sampling125	632	502
sampling126	632	525
sampling127	632	534
sampling128	632	510
sampling129	632	518
sampling130	632	537
sampling131	632	535
sampling132	632	522
sampling133	632	518
sampling134	632	506
sampling135	632	535
sampling136	632	534
sampling137	632	497
sampling138	632	524
sampling139	632	522
sampling140	632	535
sampling141	632	524
sampling142	632	518
