Type	Total_N	Overlap_N
sampling1	27326	24661
sampling2	27326	24495
sampling3	27326	24829
sampling4	27326	24773
sampling5	27326	24867
sampling6	27326	24699
sampling7	27326	24699
sampling8	27326	24749
sampling9	27326	24727
sampling10	27326	24768
sampling11	27326	24746
sampling12	27326	24713
sampling13	27326	24795
sampling14	27326	24711
sampling15	27326	24687
sampling16	27326	24814
sampling17	27326	24640
sampling18	27326	24750
sampling19	27326	24565
sampling20	27326	24700
sampling21	27326	24727
sampling22	27326	24770
sampling23	27326	24765
sampling24	27326	24788
sampling25	27326	24656
sampling26	27326	24679
sampling27	27326	24614
sampling28	27326	24748
sampling29	27326	24674
sampling30	27326	24777
sampling31	27326	24772
sampling32	27326	24735
sampling33	27326	24717
sampling34	27326	24695
sampling35	27326	24813
sampling36	27326	24617
sampling37	27326	24657
sampling38	27326	24761
sampling39	27326	24782
sampling40	27326	24795
sampling41	27326	24737
sampling42	27326	24774
sampling43	27326	24617
sampling44	27326	24560
sampling45	27326	24647
sampling46	27326	24686
sampling47	27326	24798
sampling48	27326	24664
sampling49	27326	24667
sampling50	27326	24791
sampling51	27326	24690
sampling52	27326	24767
sampling53	27326	24656
sampling54	27326	24781
sampling55	27326	24744
sampling56	27326	24857
sampling57	27326	24629
sampling58	27326	24684
sampling59	27326	24637
sampling60	27326	24813
sampling61	27326	24697
sampling62	27326	24601
sampling63	27326	24600
sampling64	27326	24617
sampling65	27326	24751
sampling66	27326	24593
sampling67	27326	24755
sampling68	27326	24756
sampling69	27326	24650
sampling70	27326	24726
sampling71	27326	24827
sampling72	27326	24799
sampling73	27326	24586
sampling74	27326	24754
sampling75	27326	24697
sampling76	27326	24600
sampling77	27326	24685
sampling78	27326	24800
sampling79	27326	24731
sampling80	27326	24685
sampling81	27326	24406
sampling82	27326	24646
sampling83	27326	24663
sampling84	27326	24650
sampling85	27326	24805
sampling86	27326	24653
sampling87	27326	24585
sampling88	27326	24674
sampling89	27326	24591
sampling90	27326	24732
sampling91	27326	24572
sampling92	27326	24611
sampling93	27326	24890
sampling94	27326	24642
sampling95	27326	24651
sampling96	27326	24784
sampling97	27326	24765
sampling98	27326	24683
sampling99	27326	24553
sampling100	27326	24724
sampling101	27326	24580
sampling102	27326	24560
