Type	Total_N	Overlap_N
sampling1	181049	175223
sampling2	181049	174818
sampling3	181049	175237
sampling4	181049	175468
sampling5	181049	175155
sampling6	181049	175195
sampling7	181049	175414
sampling8	181049	175459
sampling9	181049	175338
sampling10	181049	174979
sampling11	181049	175061
sampling12	181049	175443
sampling13	181049	175247
sampling14	181049	175300
sampling15	181049	175434
sampling16	181049	175515
sampling17	181049	175555
sampling18	181049	175444
sampling19	181049	175370
sampling20	181049	175424
sampling21	181049	174984
sampling22	181049	175322
sampling23	181049	175110
sampling24	181049	175060
sampling25	181049	175201
sampling26	181049	175380
sampling27	181049	175170
sampling28	181049	175363
sampling29	181049	175002
sampling30	181049	175153
sampling31	181049	175127
sampling32	181049	175115
sampling33	181049	175106
sampling34	181049	175305
sampling35	181049	175503
sampling36	181049	175151
sampling37	181049	175355
sampling38	181049	175527
sampling39	181049	175075
sampling40	181049	175263
sampling41	181049	175450
sampling42	181049	175218
sampling43	181049	175032
sampling44	181049	175176
sampling45	181049	174996
sampling46	181049	175004
sampling47	181049	175131
sampling48	181049	175045
sampling49	181049	175618
sampling50	181049	175113
sampling51	181049	175040
sampling52	181049	175143
sampling53	181049	175299
sampling54	181049	175420
sampling55	181049	175397
sampling56	181049	175121
sampling57	181049	175504
sampling58	181049	175191
sampling59	181049	175071
sampling60	181049	175002
sampling61	181049	175749
sampling62	181049	175499
sampling63	181049	175463
sampling64	181049	175023
sampling65	181049	175655
sampling66	181049	174921
sampling67	181049	174918
sampling68	181049	175225
sampling69	181049	175123
sampling70	181049	174958
sampling71	181049	175459
sampling72	181049	175402
sampling73	181049	175227
sampling74	181049	175230
sampling75	181049	175383
sampling76	181049	174940
sampling77	181049	175064
sampling78	181049	175293
sampling79	181049	175297
sampling80	181049	175560
sampling81	181049	175506
sampling82	181049	175050
sampling83	181049	175004
sampling84	181049	175382
sampling85	181049	175426
sampling86	181049	175572
sampling87	181049	174926
sampling88	181049	175542
sampling89	181049	175589
sampling90	181049	175480
sampling91	181049	175287
sampling92	181049	175578
sampling93	181049	175427
sampling94	181049	175222
sampling95	181049	175443
sampling96	181049	175303
sampling97	181049	175649
sampling98	181049	174946
sampling99	181049	175498
sampling100	181049	174614
sampling101	181049	174972
sampling102	181049	175114
sampling103	181049	174718
sampling104	181049	175780
sampling105	181049	175526
sampling106	181049	175249
sampling107	181049	174802
sampling108	181049	175122
sampling109	181049	175199
sampling110	181049	175360
sampling111	181049	175260
sampling112	181049	175574
sampling113	181049	175004
sampling114	181049	175363
sampling115	181049	175232
sampling116	181049	175084
sampling117	181049	174919
sampling118	181049	175344
sampling119	181049	175159
sampling120	181049	175307
sampling121	181049	175172
sampling122	181049	175655
sampling123	181049	175288
sampling124	181049	175559
sampling125	181049	175532
sampling126	181049	175093
sampling127	181049	175287
sampling128	181049	175270
sampling129	181049	175134
sampling130	181049	175526
sampling131	181049	175145
sampling132	181049	175346
sampling133	181049	175251
sampling134	181049	175606
sampling135	181049	175614
sampling136	181049	175534
sampling137	181049	175170
sampling138	181049	175425
sampling139	181049	175256
sampling140	181049	175618
sampling141	181049	175368
sampling142	181049	175468
sampling143	181049	175304
sampling144	181049	174737
sampling145	181049	175167
sampling146	181049	175028
sampling147	181049	175195
sampling148	181049	175361
sampling149	181049	175357
sampling150	181049	175395
sampling151	181049	175312
sampling152	181049	175282
sampling153	181049	175091
sampling154	181049	175168
sampling155	181049	175168
sampling156	181049	175373
sampling157	181049	175330
sampling158	181049	175208
sampling159	181049	175181
sampling160	181049	175480
sampling161	181049	175285
sampling162	181049	175736
sampling163	181049	175280
sampling164	181049	174993
sampling165	181049	175298
sampling166	181049	175217
sampling167	181049	175399
sampling168	181049	175292
sampling169	181049	174999
sampling170	181049	175199
sampling171	181049	175349
sampling172	181049	175177
sampling173	181049	175629
sampling174	181049	175105
sampling175	181049	175259
sampling176	181049	174996
sampling177	181049	175098
sampling178	181049	175208
sampling179	181049	175339
sampling180	181049	175179
sampling181	181049	175438
sampling182	181049	175397
sampling183	181049	175467
sampling184	181049	175059
sampling185	181049	175215
sampling186	181049	175339
sampling187	181049	175258
sampling188	181049	175338
sampling189	181049	175196
sampling190	181049	175510
sampling191	181049	175161
sampling192	181049	175389
sampling193	181049	175455
sampling194	181049	174944
sampling195	181049	174991
sampling196	181049	174928
sampling197	181049	175350
sampling198	181049	175144
sampling199	181049	175157
sampling200	181049	175230
sampling201	181049	175556
sampling202	181049	175668
sampling203	181049	175506
sampling204	181049	175180
sampling205	181049	174916
sampling206	181049	175085
sampling207	181049	175049
sampling208	181049	175178
sampling209	181049	175179
sampling210	181049	175024
sampling211	181049	174996
sampling212	181049	175347
sampling213	181049	175093
sampling214	181049	175692
sampling215	181049	175305
sampling216	181049	175108
sampling217	181049	175158
sampling218	181049	175225
sampling219	181049	175104
sampling220	181049	175431
sampling221	181049	175493
sampling222	181049	175624
sampling223	181049	174853
sampling224	181049	175379
sampling225	181049	175020
sampling226	181049	175333
sampling227	181049	174992
sampling228	181049	175292
sampling229	181049	175371
sampling230	181049	175182
sampling231	181049	175123
sampling232	181049	175337
sampling233	181049	175167
sampling234	181049	175490
sampling235	181049	175261
sampling236	181049	175074
sampling237	181049	175147
sampling238	181049	175259
sampling239	181049	175427
sampling240	181049	175217
sampling241	181049	175555
sampling242	181049	175385
sampling243	181049	175206
sampling244	181049	174918
sampling245	181049	175454
sampling246	181049	175335
sampling247	181049	175440
sampling248	181049	175325
sampling249	181049	175268
sampling250	181049	175245
sampling251	181049	175169
sampling252	181049	175675
sampling253	181049	175542
sampling254	181049	175521
sampling255	181049	175209
sampling256	181049	175268
sampling257	181049	175200
sampling258	181049	175494
sampling259	181049	175230
sampling260	181049	175536
sampling261	181049	175447
sampling262	181049	175221
sampling263	181049	174990
sampling264	181049	175266
