1	397801	398001	Zm00001d039267_peak_1	121	.	5.08458	15.19765	12.15949	98	.	-1	-1	.	.	0
1	440878	441263	Zm00001d039267_peak_2	160	.	5.83231	19.27295	16.06915	163	.	-1	-1	.	.	0
1	475764	476061	Zm00001d039267_peak_3	72	.	4.03776	10.02749	7.22751	183	.	-1	-1	.	.	0
1	478525	478780	Zm00001d039267_peak_4	144	.	5.53322	17.60810	14.46984	68	.	-1	-1	.	.	0
1	658747	659133	Zm00001d039267_peak_5	228	.	7.02868	26.34875	22.88321	201	.	-1	-1	.	.	0
1	690164	690591	Zm00001d039267_peak_6	246	.	7.32778	28.21274	24.68184	189	1	687056	691704	+	Zm00001d027258	427
1	690164	690591	Zm00001d039267_peak_6	246	.	7.32778	28.21274	24.68184	189	1	687483	718826	-	Zm00001d027259	427
1	1116544	1116839	Zm00001d039267_peak_7	92	.	4.48639	12.15986	9.25577	156	.	-1	-1	.	.	0
1	1203959	1204315	Zm00001d039267_peak_8	246	.	7.32778	28.21274	24.68184	192	1	1196058	1208947	+	Zm00001d027273	356
1	1218935	1219403	Zm00001d039267_peak_9	486	.	10.91689	52.97957	48.64946	245	.	-1	-1	.	.	0
1	1847092	1847363	Zm00001d039267_peak_10	53	.	3.58912	8.03479	5.34442	178	.	-1	-1	.	.	0
1	1904235	1904435	Zm00001d039267_peak_11	121	.	5.08458	15.19765	12.15949	98	.	-1	-1	.	.	0
1	2093785	2094078	Zm00001d039267_peak_12	114	.	4.93503	14.41861	11.41362	156	.	-1	-1	.	.	0
1	2112110	2112402	Zm00001d039267_peak_13	47	.	3.43957	7.40430	4.75169	100	1	2107189	2115478	-	Zm00001d027296	292
1	2698531	2699061	Zm00001d039267_peak_14	219	.	6.87914	25.43029	21.99734	236	.	-1	-1	.	.	0
1	2840681	2841141	Zm00001d039267_peak_15	371	.	9.27188	41.12443	37.16282	204	.	-1	-1	.	.	0
1	2901798	2902235	Zm00001d039267_peak_16	302	.	8.22506	34.00896	30.28119	187	.	-1	-1	.	.	0
1	2918064	2918538	Zm00001d039267_peak_17	185	.	6.28095	21.85136	18.54891	332	.	-1	-1	.	.	0
1	2959715	2960225	Zm00001d039267_peak_18	255	.	7.47732	29.15792	25.59400	257	1	2957502	2974168	+	Zm00001d027324	510
1	3009519	3009846	Zm00001d039267_peak_19	129	.	5.23413	15.98915	12.91745	181	.	-1	-1	.	.	0
1	3095536	3095867	Zm00001d039267_peak_20	59	.	3.73866	8.68258	5.95547	135	1	3093308	3097604	-	Zm00001d027332	331
1	3273066	3273374	Zm00001d039267_peak_21	85	.	4.33685	11.43442	8.56466	168	1	3270230	3290228	+	Zm00001d027340	308
1	3276689	3277068	Zm00001d039267_peak_22	92	.	4.48639	12.15986	9.25577	122	1	3270230	3290228	+	Zm00001d027340	379
1	3380244	3380766	Zm00001d039267_peak_23	631	.	12.86100	67.90553	63.10261	220	1	3375702	3380405	-	Zm00001d027345	161
1	3380244	3380766	Zm00001d039267_peak_23	631	.	12.86100	67.90553	63.10261	220	1	3377341	3382308	+	Zm00001d027346	522
1	3380244	3380766	Zm00001d039267_peak_23	631	.	12.86100	67.90553	63.10261	220	1	3378644	3387523	-	Zm00001d027347	522
1	3477988	3478366	Zm00001d039267_peak_24	185	.	6.28095	21.85136	18.54891	163	.	-1	-1	.	.	0
1	3487874	3488107	Zm00001d039267_peak_25	41	.	3.29002	6.79180	4.17785	177	1	3480848	3489232	+	Zm00001d027351	233
1	3487874	3488107	Zm00001d039267_peak_25	41	.	3.29002	6.79180	4.17785	177	1	3487406	3493807	+	Zm00001d027352	233
1	3652703	3652955	Zm00001d039267_peak_26	72	.	4.03776	10.02749	7.22751	156	1	3649033	3663251	-	Zm00001d027359	252
1	3698408	3698889	Zm00001d039267_peak_27	596	.	12.41236	64.38089	59.68946	236	.	-1	-1	.	.	0
1	3726087	3726495	Zm00001d039267_peak_28	193	.	6.43050	22.73143	19.39689	244	.	-1	-1	.	.	0
1	3811561	3811926	Zm00001d039267_peak_29	168	.	5.98186	20.12187	16.88512	199	1	3805343	3812146	+	Zm00001d027367	365
1	3811561	3811926	Zm00001d039267_peak_29	168	.	5.98186	20.12187	16.88512	199	1	3809533	3814285	+	Zm00001d027368	365
1	3846685	3847035	Zm00001d039267_peak_30	168	.	5.98186	20.12187	16.88512	214	1	3840248	3849295	+	Zm00001d027369	350
1	4293921	4294173	Zm00001d039267_peak_31	47	.	3.43957	7.40430	4.75169	164	1	4218852	4298236	+	Zm00001d027392	252
1	4387993	4388404	Zm00001d039267_peak_32	246	.	7.32778	28.21274	24.68184	223	.	-1	-1	.	.	0
1	4537552	4537846	Zm00001d039267_peak_33	99	.	4.63594	12.89932	9.96134	121	1	4534701	4540190	-	Zm00001d027405	294
1	4546841	4547221	Zm00001d039267_peak_34	85	.	4.33685	11.43442	8.56466	258	.	-1	-1	.	.	0
1	4583594	4584060	Zm00001d039267_peak_35	283	.	7.92596	32.04414	28.38168	285	1	4584019	4590240	-	Zm00001d027406	41
1	4717902	4718338	Zm00001d039267_peak_36	219	.	6.87914	25.43029	21.99734	239	1	4716946	4724343	-	Zm00001d027411	436
1	4735517	4735859	Zm00001d039267_peak_37	41	.	3.29002	6.79180	4.17785	123	1	4722456	4738832	-	Zm00001d027412	342
1	4750497	4750913	Zm00001d039267_peak_38	185	.	6.28095	21.85136	18.54891	253	.	-1	-1	.	.	0
1	4753180	4753530	Zm00001d039267_peak_39	72	.	4.03776	10.02749	7.22751	174	.	-1	-1	.	.	0
1	4895817	4896137	Zm00001d039267_peak_40	53	.	3.58912	8.03479	5.34442	58	1	4889941	4896990	+	Zm00001d027419	320
1	4910283	4910655	Zm00001d039267_peak_41	136	.	5.38367	16.79273	13.68769	216	1	4905157	4911468	-	Zm00001d027422	372
1	4910283	4910655	Zm00001d039267_peak_41	136	.	5.38367	16.79273	13.68769	216	1	4907652	4916685	-	Zm00001d027423	372
1	5116488	5116870	Zm00001d039267_peak_42	136	.	5.38367	16.79273	13.68769	228	1	5109247	5118316	+	Zm00001d027430	382
1	5120395	5120738	Zm00001d039267_peak_43	85	.	4.33685	11.43442	8.56466	260	.	-1	-1	.	.	0
1	5138847	5139269	Zm00001d039267_peak_44	312	.	8.37460	35.00312	31.24277	199	.	-1	-1	.	.	0
1	5409685	5410072	Zm00001d039267_peak_45	136	.	5.38367	16.79273	13.68769	172	.	-1	-1	.	.	0
1	5428096	5428517	Zm00001d039267_peak_46	228	.	7.02868	26.34875	22.88321	194	.	-1	-1	.	.	0
1	5608983	5609319	Zm00001d039267_peak_47	237	.	7.17823	27.27629	23.77818	182	1	5608415	5616949	-	Zm00001d027455	336
1	5625842	5626260	Zm00001d039267_peak_48	144	.	5.53322	17.60810	14.46984	108	.	-1	-1	.	.	0
1	5673753	5673984	Zm00001d039267_peak_49	65	.	3.88821	9.34701	6.58335	125	.	-1	-1	.	.	0
1	5709563	5709995	Zm00001d039267_peak_50	283	.	7.92596	32.04414	28.38168	196	1	5704025	5714786	-	Zm00001d027459	432
1	5718955	5719327	Zm00001d039267_peak_51	144	.	5.53322	17.60810	14.46984	184	.	-1	-1	.	.	0
1	5742771	5743118	Zm00001d039267_peak_52	152	.	5.68277	18.43494	15.26393	165	.	-1	-1	.	.	0
1	5813749	5814324	Zm00001d039267_peak_53	302	.	8.22506	34.00896	30.28119	388	.	-1	-1	.	.	0
1	5946893	5947259	Zm00001d039267_peak_54	168	.	5.98186	20.12187	16.88512	193	1	5941755	5949624	+	Zm00001d027468	366
1	5959377	5959615	Zm00001d039267_peak_55	152	.	5.68277	18.43494	15.26393	153	.	-1	-1	.	.	0
1	6115535	6115741	Zm00001d039267_peak_56	65	.	3.88821	9.34701	6.58335	68	1	6066283	6163610	-	Zm00001d027472	206
1	6120457	6120748	Zm00001d039267_peak_57	65	.	3.88821	9.34701	6.58335	126	1	6066283	6163610	-	Zm00001d027472	291
1	6428670	6428902	Zm00001d039267_peak_58	36	.	3.14048	6.19803	3.62351	59	1	6425092	6433383	-	Zm00001d027490	232
1	6435637	6435982	Zm00001d039267_peak_59	72	.	4.03776	10.02749	7.22751	247	.	-1	-1	.	.	0
1	6682990	6683201	Zm00001d039267_peak_60	106	.	4.78549	13.65237	10.68087	97	.	-1	-1	.	.	0
1	6689700	6690117	Zm00001d039267_peak_61	92	.	4.48639	12.15986	9.25577	138	.	-1	-1	.	.	0
1	6717237	6717461	Zm00001d039267_peak_62	36	.	3.14048	6.19803	3.62351	125	.	-1	-1	.	.	0
1	6821865	6822195	Zm00001d039267_peak_63	92	.	4.48639	12.15986	9.25577	186	1	6819145	6824056	-	Zm00001d027501	330
1	6839170	6839613	Zm00001d039267_peak_64	185	.	6.28095	21.85136	18.54891	236	1	6827809	6842626	-	Zm00001d027503	443
1	6877029	6877433	Zm00001d039267_peak_65	168	.	5.98186	20.12187	16.88512	148	.	-1	-1	.	.	0
