1	44163	44818	Zm25281.merge_peak_1	873	.	13.38328	90.48797	87.32494	197	1	44289	49837	+	Zm00001d027230	529
1	55960	57099	Zm25281.merge_peak_2	104	.	4.60003	12.79812	10.43593	944	.	-1	-1	.	.	0
1	174648	174950	Zm25281.merge_peak_3	51	.	3.61844	7.37601	5.16111	199	.	-1	-1	.	.	0
1	198382	198978	Zm25281.merge_peak_4	1598	.	21.99432	163.46419	159.86707	241	1	196942	199159	-	Zm00001d027239	596
1	262888	263339	Zm25281.merge_peak_5	658	.	12.09525	68.81377	65.80414	239	.	-1	-1	.	.	0
1	279213	279627	Zm25281.merge_peak_6	61	.	3.38046	8.37850	6.13132	377	.	-1	-1	.	.	0
1	444749	445191	Zm25281.merge_peak_7	424	.	9.13471	45.27216	42.46548	213	.	-1	-1	.	.	0
1	573109	573615	Zm25281.merge_peak_8	634	.	12.62374	66.44512	63.45398	226	.	-1	-1	.	.	0
1	1023260	1023558	Zm25281.merge_peak_9	61	.	4.05109	8.38176	6.13453	136	1	1012255	1023640	+	Zm00001d027265	298
1	1030440	1030668	Zm25281.merge_peak_10	50	.	3.49236	7.30698	5.09647	157	1	1030351	1031090	+	Zm00001d022650	228
1	1035124	1036237	Zm25281.merge_peak_11	238	.	6.74913	26.41215	23.81993	351	1	1034777	1037365	-	Zm00001d027268	1113
1	1035124	1036237	Zm25281.merge_peak_11	238	.	6.74913	26.41215	23.81993	351	1	1031786	1036456	+	Zm00001d027267	1113
1	1036834	1037262	Zm25281.merge_peak_12	892	.	15.36763	92.45836	89.28136	213	1	1034777	1037365	-	Zm00001d027268	428
1	1235548	1236313	Zm25281.merge_peak_13	841	.	14.29506	87.25459	84.11220	481	1	1231545	1236335	-	Zm00001d027277	765
1	1235548	1236313	Zm25281.merge_peak_13	841	.	14.29506	87.25459	84.11220	481	1	1226063	1236227	-	Zm00001d027276	679
1	1610734	1611695	Zm25281.merge_peak_14	469	.	9.59321	49.79044	46.94065	749	1	1610483	1611686	-	Zm00001d027281	952
