1	174758	175102	Zm00001d048623_peak_1	50	.	3.24965	7.24571	5.01489	171	.	-1	-1	.	.	0
1	175314	175514	Zm00001d048623_peak_2	39	.	2.92601	6.14176	3.98227	35	.	-1	-1	.	.	0
1	209432	209632	Zm00001d048623_peak_3	67	.	3.57328	9.01974	6.71886	120	1	207979	217403	-	Zm00001d027242	200
1	338035	338491	Zm00001d048623_peak_4	85	.	3.89692	10.92346	8.55323	77	1	334177	339092	-	Zm00001d027249	456
1	338035	338491	Zm00001d048623_peak_4	85	.	3.89692	10.92346	8.55323	77	1	335772	340047	+	Zm00001d027250	456
1	369667	370203	Zm00001d048623_peak_5	67	.	3.57328	9.01974	6.71886	172	.	-1	-1	.	.	0
1	402322	402693	Zm00001d048623_peak_6	44	.	3.03389	6.68549	4.47824	87	.	-1	-1	.	.	0
1	465875	466120	Zm00001d048623_peak_7	29	.	2.71025	5.10632	2.99532	145	.	-1	-1	.	.	0
1	690082	690360	Zm00001d048623_peak_8	79	.	3.78904	10.27522	7.92808	79	1	687056	691704	+	Zm00001d027258	278
1	690082	690360	Zm00001d048623_peak_8	79	.	3.78904	10.27522	7.92808	79	1	687483	718826	-	Zm00001d027259	278
1	1027420	1028255	Zm00001d048623_peak_9	241	.	6.48604	27.10496	24.16225	296	1	1025058	1032126	+	Zm00001d027266	835
1	1841858	1842458	Zm00001d048623_peak_10	104	.	4.32844	12.94540	10.48355	221	1	1839722	1845589	-	Zm00001d027288	600
1	1841858	1842458	Zm00001d048623_peak_10	104	.	4.32844	12.94540	10.48355	221	1	1840786	1844883	-	ENSRNA049464979	600
1	1843429	1843889	Zm00001d048623_peak_11	146	.	4.97572	17.30679	14.68233	181	1	1839722	1845589	-	Zm00001d027288	460
1	1843429	1843889	Zm00001d048623_peak_11	146	.	4.97572	17.30679	14.68233	181	1	1840786	1844883	-	ENSRNA049464979	460
1	1940461	1940914	Zm00001d048623_peak_12	44	.	3.14177	6.68549	4.47824	280	1	1936725	1941294	+	Zm00001d027290	453
1	1940461	1940914	Zm00001d048623_peak_12	44	.	3.14177	6.68549	4.47824	280	1	1940161	1944595	-	Zm00001d027291	453
1	2241278	2241524	Zm00001d048623_peak_13	67	.	3.57328	9.01974	6.71886	128	1	2231954	2243438	-	Zm00001d027300	246
1	2288689	2288935	Zm00001d048623_peak_14	50	.	3.24965	7.24571	5.01489	164	1	2282852	2291401	-	Zm00001d027302	246
